CompanyName,Address,Location,PostalCode,Website,Facebook,Instagram,PhoneNo,Email
Encik Tan,3 SIMEI STREET 6 B1-12,EASTPOINT MALL,528833,https://enciktan.com.sg/,https://www.facebook.com/enciktansg,https://www.instagram.com/enciktansg/,6779 8980,info@feisionggroup.com.sg
Encik Tan,3 TEMASEK BOULEVARD North Wing Tower 2 B1-149,SUNTEC CITY MALL,048616,https://enciktan.com.sg/,https://www.facebook.com/enciktansg,https://www.instagram.com/enciktansg/,6779 8980,info@feisionggroup.com.sg
Encik Tan,10 EUNOS ROAD 8 B1-156/159,SINGAPORE POST CENTRE,408600,https://enciktan.com.sg/,https://www.facebook.com/enciktansg,https://www.instagram.com/enciktansg/,6779 8980,info@feisionggroup.com.sg
Encik Tan,21 CHOA CHU KANG NORTH 6 B1-28,YEWTEE POINT,689578,https://enciktan.com.sg/,https://www.facebook.com/enciktansg,https://www.instagram.com/enciktansg/,6779 8980,info@feisionggroup.com.sg
Encik Tan,311 NEW UPPER CHANGI ROAD B1-41/42,Bedok Mall,467360,https://enciktan.com.sg/,https://www.facebook.com/enciktansg,https://www.instagram.com/enciktansg/,6779 8980,info@feisionggroup.com.sg
Encik Tan,2 JURONG EAST CENTRAL 1 B1-K05,JCUBE,609731,https://enciktan.com.sg/,https://www.facebook.com/enciktansg,https://www.instagram.com/enciktansg/,6779 8980,info@feisionggroup.com.sg
Encik Tan,83 Punggol Central B2-03,Waterway Point,828761,https://enciktan.com.sg/,https://www.facebook.com/enciktansg,https://www.instagram.com/enciktansg/,6779 8980,info@feisionggroup.com.sg
Encik Tan,1 HARBOURFRONT WALK B2-37,VIVO CITY,678278,https://enciktan.com.sg/,https://www.facebook.com/enciktansg,https://www.instagram.com/enciktansg/,6779 8980,info@feisionggroup.com.sg
Encik Tan,313 ORCHARD ROAD B3-39/40,313@somerset,238895,https://enciktan.com.sg/,https://www.facebook.com/enciktansg,https://www.instagram.com/enciktansg/,6779 8980,info@feisionggroup.com.sg
Encik Tan Pao Pao,"3 TEMASEK BOULEVARD, NORTH WING TOWER 2 B1-149",SUNTEC CITY MALL,730210,https://enciktan.com.sg/,https://www.facebook.com/enciktansg,https://www.instagram.com/enciktansg/,6779 8980,info@feisionggroup.com.sg
Epikebabs,8 WILKIE ROAD 01-17,WILKIE EDGE,228095,http://www.epikebabs.com/,https://www.facebook.com/EPIKebabs/,https://www.instagram.com/epikebabs/,8575 6393,contact@epikebabs.com
Es Teler 77,8 GRANGE ROAD ,CATHAY CINELEISURE  ORCHARD,239695,http://www.esteler77.com,https://www.facebook.com/EsTeler77Singapore/,https://www.instagram.com/esteler77sg/,6736 4439,esteler77sg@gmail.com
Evertop Family Restaurant,89 / 91 JOO CHIAT ROAD 00-00,,427383,,https://www.facebook.com/Evertop-Chicken-Rice-Joo-Chiat-Road-156488487756274/,,6348 0838,evertopjc@gmail.com
Evertop Hainanese Boneless Chicken Rice,354 CLEMENTI AVENUE 2 01-259,CLEMENTI AVENUE 2 SHOPPING CENTRE,120354,,https://www.facebook.com/pages/Evertop-Hainanese-Boneless-Chicken-Rice-Clementi/294234887325193,,6774 1353,
Fatimah (S1) @ThirdPlace,18 TUAS AVENUE 7 ,,639272,,,,6861 0668,
FATIMAH KITCHEN @ THIRDPLACE,1 CLEANTECH LOOP 02-32,CLEANTECH ONE,637141,,,,6334 0121,
Fatimah Nasi Padang (S9) @ Thirdplace, 1 STARS AVENUE 04-01,MEDIACORP CAMPUS,138507,,,,8317 3111,
FatPapas Pte Ltd,17 BALI LANE ,,189853,https://www.fatpapas.sg/,https://www.facebook.com/fatpapassg/,https://www.instagram.com/fatpapas/,6291 8028,annabelle@fatpapas.sg
FatPapas Pte Ltd,465 JOO CHIAT ROAD ,,427677,https://www.fatpapas.sg/,https://www.facebook.com/fatpapassg/,https://www.instagram.com/fatpapas/,6346 6081,annabelle@fatpapas.sg
Fatty Bom Bom SIZZLE (S2) @ Grains & Hops Food Court Bistro,978 Toa Payoh North 02-01,Green Marks Buildings,319001,,,https://www.instagram.com/explore/locations/126230874738004/grains-hops-food-court-bistro-978-toa-payoh-north/?hl=en,,
Fire Western N Grill (S10)@Foodjunction Eastpoint,3 SIMEI STREET 6 04-04,EASTPOINT MALL,528833,,,,9616 6987,
Fire Western N Grill (S6) @ Orchis T1 Canteen,80 AIRPORT BOULEVARD UB,CHANGI AIRPORT TERMINAL 1,819642,,,,,
Fire Western N Grill Pasta & Grill (S6) @ Foodjunction NEX,23 Serangoon Central 04-36/37,Nex Shopping Centre,556083,,,,9616 6987,
Fire Western N Grills (S1) @ FOODJUNCTION CENTURY SQUARE,2 TAMPINES CENTRAL 5 03--12-20/29,CENTURY SQUARE,529509,,,,9616 6982,
Fish & Chicks,88 TANGLIN HALT ROAD 01-08,COMMONWEALTH VIEW,141088,http://fishnchicks.sg/,https://www.facebook.com/fishnchickssg/,https://www.instagram.com/fishnchickssg/,9828 3490,fishnchickssg@gmail.com
Fish & Chicks,531 ANG MO KIO AVENUE 10 01-2429,Happy Hawkers,560531,http://fishnchicks.sg/,https://www.facebook.com/fishnchickssg/,https://www.instagram.com/fishnchickssg/,9828 3490,fishnchickssg@gmail.com
Fish & Chicks, 204 Bedok North Street 1 01-393,,460204,http://fishnchicks.sg/,https://www.facebook.com/fishnchickssg/,https://www.instagram.com/fishnchickssg/,9828 3490,fishnchickssg@gmail.com
Fish & Chicks,8 GRANGE ROAD B1-01,CATHAY CINELEISURE  ORCHARD,239695,http://fishnchicks.sg/,https://www.facebook.com/fishnchickssg/,https://www.instagram.com/fishnchickssg/,9828 3490,fishnchickssg@gmail.com
Fish Ball Noodles (S5) @ Bagus Greenridge,524A JELAPANG ROAD 01-03,GREENRIDGE SHOPPING CENTRE,671524,,,,6764 3180,
Fish Soup (R7) @ Staff Canteen by Kopitiam Changi Airport Terminal 2,60 AIRPORT BOULEVARD 3M-07,CHANGI AIRPORT TERMINAL 2,819643,,,,,
Fish Soup (S2) @ Bagus Causeway Point,1 WOODLANDS SQUARE 07-03,CAUSEWAY POINT,738099,,,,6894 0919,
Fish Soup (S4) @ Cantine Jurong Point,1 JURONG WEST CENTRAL 2 B1-42/43/44,JURONG POINT,648886,,,,9172 4897,
Fish Soup (S4) @ Cantine Paya Lebar Square,60 Paya Lebar Road B1-51,Paya Lebar Square,409051,,,,9062 8827,
Fish Soup (S4) @ Kopitiam Hillion Mall,17 Petir Road 02-15/20,,678278,,,,,
Fish Soup (S5) @ Healthy Kopitiam NTFGH,1 Jurong East Street 21 02-01,Ng Teng Fong General Hospital,609606,,,,,
Fish Soup (S9) @ Kopitiam CCP,5 Changi Business Park Central 1 02-01/02,Changi City Point,486038,,,,,
Fish Soup @ Mr Teh Tarik Eating House,1 GEYLANG SERAI 01-210,,402001,,,,6742 5522,
FISH SOUP BY THAKSIN BEEF NOODLE,2 SEAH IM ROAD 01-38,Seah Im Food Centre,797653,http://thaksinbeefnoodle.com/,,,,general@thaksinbeefnoodle.com
Fishball Noodle (S10) @ Cantine Paya Lebar Square,60 Paya Lebar Road B1-51,Paya Lebar Square,409051,,,,9062 8827,
Fishball Noodle (S10) @ Healthy Kopitiam KKH,100 BUKIT TIMAH ROAD 01-28,KK WOMEN'S AND CHILDREN'S HOSPITAL,229899,,,,,
Fisher's Tavern Seafood,114 Lavender Street 01-68,CT Hub 2,338729,http://www.fisherstavern.com.sg/,https://www.facebook.com/FishersTavern/,,6203 7564,enquiries@fisherstavern.com.sg
Fitra Chicken Rice (M3) @ Foodjunction Junction 8,9 BISHAN PLACE 04-01,JUNCTION 8 SHOPPING CENTRE,579837,,,,9812 1322,
Fitra Chicken Rice (S10)@Foodjunction Bugis Junction,245 VICTORIA STREET 03-30,BUGIS JUNCTION,188032,,,,9812 1322,
Fitra Chicken Rice (S11) @ FoodJunction Eastpoint,3 SIMEI STREET 6 04-04,EASTPOINT MALL,528833,,,,9070 6788,
Fitra Chicken Rice (S11) @Kopitiam CCP,15 CHANGI SOUTH STREET 2 02-01,CHANGI CITY POINT,486068,,,,,
Fitra Chicken Rice (S16) @ FoodJunction Lot 1,21 CHOA CHU KANG AVENUE 4 04-15/16,,689812,,,,6764 4556,
Fitra Chicken Rice (S18)@Foodjunction Raffles City,252 NORTH BRIDGE ROAD 03-15,RAFFLES CITY SHOPPING CENTRE,179103,,,,9070 6788,
Fitra Chicken Rice (S2) @ FoodJunction Century Square,2 TAMPINES CENTRAL 5 03--12-20/29,CENTURY SQUARE,529509,,,,6781 3114,
Fitra Chicken Rice (S3) @Foodjunction One Raffles Place,1 RAFFLES PLACE 05-07,OUB CENTRE,556083,,,,,
Fitra Chicken Rice (S4)@Foodjunction One Km,11 Tanjong Katong Road 03-38 - 40,ONE KM,437157,,,,9812 1322,
FITRA CHICKEN RICE (S55) @ KOPITIAM SENGKANG,10 Sengkang Square 01-55,Kopitiam Foodcourt,544829,,,,9699 5013,
Fitra Chicken Rice (S7) @ Orchis T1 Canteen,80 AIRPORT BOULEVARD UB,CHANGI AIRPORT TERMINAL 1,819642,,,,,
Fitra Chicken Rice (S8) @Foodjunction NEX,23 Serangoon Central 04-36/37,NEX,556083,,,,9834 8689,
Fitra Foods Hainanese Chicken Rice (S11) @ FoodRepublic City Square,180 KITCHENER ROAD 04-31,CITY SQUARE MALL,208539,,,,9070 6122,
Fitra Hainanese Chicken Rice (S1)@Food Republic Wisma Atria,435 ORCHARD ROAD 04-02/38,WISMA ATRIA,238877,,,,,
Fix Grill & Cafe, 31 Ah Hood Road 01-06,Home TeamNS Balestier,329979,,https://www.facebook.com/GrubBalestier/,https://www.instagram.com/fixsg/,,
Flava Contemporary Asian Bistro & Grill,907 EAST COAST ROAD 01-03,SPRINGVALE,459107,http://flavaasia.com/,https://www.facebook.com/flavaasia/,https://www.instagram.com/flavaasiasg/,67020302,info@flavaasia.com
Flavour Flings,121 HOUGANG AVENUE 1 01-1348,,530121,,https://www.facebook.com/flavourflings/,https://www.instagram.com/flavourflings/?hl=en,6286 0051,flavourflings@gmail.com
FLO (Food Lovers Only),2 JURONG EAST STREET 21 02-15A,IMM BUILDING,609601,,https://www.facebook.com/FLO.foodloversonly/,https://www.instagram.com/flo.foodloversonly/,6896 1396,themanukagroup@gmail.com
Fong Seng Fast Food Nasi Lemak,22 Clementi Road ,,129751,,https://www.facebook.com/pages/Fong-Seng-Fast-Food-Nasi-Lemak/120778704648797,,67757853,
FONG SENG NASI LEMAK,101 PASIR PANJANG ROAD ,,118527,,,,67757853,
FOOD FEST,461 CLEMENTI ROAD 01-1.24,Annexe Building Block B @ SIM,599491,,,,6297 9111,
Fourseasons Durians Pte Ltd,23 Serangoon Central 03-K14,NEX Shopping Centre,556083,www.fourseasonsdurians.com,https://www.facebook.com/fourseasonsdurians/,https://www.instagram.com/fourseasonsdurians/,6484 1619,marketing@fourseasonsdurians.com
Fourseasons Durians Pte Ltd,3155 Commonwealth Avenue West B1-K19,,129588,www.fourseasonsdurians.com,https://www.facebook.com/fourseasonsdurians/,https://www.instagram.com/fourseasonsdurians/,6484 1619,marketing@fourseasonsdurians.com
Fourseasons Durians Pte Ltd,391A ORCHARD ROAD B2-07-3-2,NGEE ANN CITY TOWER A,238873,www.fourseasonsdurians.com,https://www.facebook.com/fourseasonsdurians/,https://www.instagram.com/fourseasonsdurians/,6484 1619,marketing@fourseasonsdurians.com
Fourseasons Durians Pte Ltd,53 ANG MO KIO AVENUE 3 B2-28,AMK HUB,569933,www.fourseasonsdurians.com,https://www.facebook.com/fourseasonsdurians/,https://www.instagram.com/fourseasonsdurians/,6484 1619,marketing@fourseasonsdurians.com
Fourseasons Durians Pte Ltd,33 Sengkang West Avenue B2-K1,The Seletar Mall,797653,www.fourseasonsdurians.com,https://www.facebook.com/fourseasonsdurians/,https://www.instagram.com/fourseasonsdurians/,6484 1619,marketing@fourseasonsdurians.com
FRIAR'S @ UNIVERSAL STUDIOS SINGAPORE (RWS),30 SENTOSA GATEWAY 01-333,,120505,,,,6577 6264,
Fried Chicken Master,23 Serangoon Central B2-48A,Nex,556083,,https://www.facebook.com/friedchickenmastersg/,https://www.instagram.com/friedchickenmastersg/,6514 5213,
Fried Kway Teow (S5) @ Bagus Causeway Point,1 WOODLANDS SQUARE 07-03,CAUSEWAY POINT,738099,,,,,
Fried Kway Teow (S8) @ On The Ridge by Kopitiam NUH,1 Lower Kent Ridge Road 05-01,One@KentRidge,119082,,,,9792 8334,
Fried Rice (S1) NTUC Foodfare AMKHub,53 ANG MO KIO AVENUE 3 03-12,AMK HUB,569933,,,,,
FS Cafe,27 WOODLANDS AVENUE 01-03,REPUBLIC POLYTECHNIC,738964,,,,6348 8031,
Fusion Delight (S6) @ Mr Teh Tarik Eating House,456 JURONG WEST STREET 41 01-750,,640456,,,,6742 5522,
Fusion Delights (S1) @ Mr Teh Tarik Eating House,728 ANG MO KIO AVENUE 6 01-4200,,560728,,,,6742 5522,
Fusion Delights (S2) @ Mr Teh Tarik,204 BEDOK NORTH STREET 1 01-435,,460204,,,,6742 5522,
Fusion Delights (S8) @ Mr Teh Tarik Eating House,505 WEST COAST DRIVE 01-208,,120505,,,,6742 5522,
Fusion Western (S7) @ 449 Coffee Shop,449 Clementi Ave 3 01-211,,120449,,,,9656 8885,
G V MEAT DISTRIBUTOR,665 BUFFALO ROAD ,ZHUJIAO CENTRE (TEKKA MARKET),210665,,,,9848 0010,
GADO & GRILL,60 PAYA LEBAR ROAD B1-08,PAYA LEBAR SQUARE,409051,http://www.indostop.com/gadogrill,https://www.facebook.com/gadogrill/,https://www.instagram.com/gadogrillsg/,6452 1182,contact@indostop.com
GADO & GRILL,1 NORTHPOINT DRIVE B1-198,NORTHPOINT CITY,768019,http://www.indostop.com/gadogrill,https://www.facebook.com/gadogrill/,https://www.instagram.com/gadogrillsg/,6452 1182,contact@indostop.com
GADO & GRILL,1 RAFFLES PLACE B1-20,ONE RAFFLES PLACE,797653,http://www.indostop.com/gadogrill,https://www.facebook.com/gadogrill/,https://www.instagram.com/gadogrillsg/,6452 1182,contact@indostop.com
GELARE,1 BUKIT BATOK CENTRAL LINK 01-06,WEST MALL,658713,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6898 4568,information@gelare.com.sg
GELARE,51 YISHUN CENTRAL 1 01-06/K2,YISHUN 10 CINEMA COMPLEX,768794,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6481 1225,information@gelare.com.sg
GELARE,2 JURONG EAST STREET 21 01-22A,IMM BUILDING,609601,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6896 0108,information@gelare.com.sg
GELARE,30 SEMBAWANG DRIVE 01-27A,SUN PLAZA,757713,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6556 1765,information@gelare.com.sg
GELARE,750 CHAI CHEE ROAD 01-32,TECHNOPARK @ CHAI CHEE,469000,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6636 0850,information@gelare.com.sg
GELARE,1 SENGKANG SQUARE 01-46,COMPASS ONE,545078,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6386 4611,information@gelare.com.sg
GELARE,83 PUNGGOL CENTRAL 02-25,WATERWAY POINT (West Wing),828761,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6385 8994,information@gelare.com.sg
GELARE,1 Vista Exchange Green 02-27,The Star Vista,138617,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6268 8352,information@gelare.com.sg
GELARE,1 WOODLANDS SQUARE 03-K-06/07/08,CAUSEWAY POINT,738099,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6891 2665,information@gelare.com.sg
GELARE,176 ORCHARD ROAD 03-K01,THE CENTREPOINT,238843,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6659 6430,information@gelare.com.sg
GELARE,11 Tanjong Katong Road 03-K1,One KM,437157,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6341 6263,information@gelare.com.sg
GELARE,10 TAMPINES CENTRAL 1 04-K2/K3,TAMPINES ONE,529536,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6789 0603,information@gelare.com.sg
GELARE,201 VICTORIA STREET 05-10,BUGIS+,188067,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6509 6070,information@gelare.com.sg
GELARE,333 BOON LAY WAY 2B-02,Safra Jurong,649848,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6795 7827,information@gelare.com.sg
GELARE,6 TEMASEK BOULEVARD B1-175,SUNTEC TOWER FOUR,330066,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6341 9132,information@gelare.com.sg
GELARE, 17 Petir Road B1-31/32,Hillion Mall,678278,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,62667223,information@gelare.com.sg
GELARE,313 ORCHARD ROAD B2-15,313@SOMERSET,238895,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6634 5889,information@gelare.com.sg
GELARE,13 Stamford Road B2-32,Capitol Piazza,178905,http://www.gelare.com.sg/,https://www.facebook.com/GelareSG/,https://www.instagram.com/gelaresg/,6385 2298,information@gelare.com.sg
Geylang Seafood/Nasi Ayam/Wanton Noodle (S11) @ Joo Chiat Food Centre,2 JOO CHIAT ROAD 01-1127,JOO CHIAT COMPLEX,420002,,,,,
Gion Dining, 20 Ah Hood Road 01-19,,329984,http://www.giondining.com/,https://www.facebook.com/pg/giondiningfusion/posts/?ref=page_internal,https://www.instagram.com/giondining/,6444 9989,gionrsvn@gmail.com
GLC RESTAURANT,121 UPPER PAYA LEBAR ROAD ,,534836,,https://www.facebook.com/GLCHaoYunLaiRestaurant/,https://www.instagram.com/glcrestaurantsg/,6581 9338,glcrestaurant@outlook.com
Gloria Jean's Coffees,500 Jalan Sultan ,Hotel Boss,199020,http://www.gloriajeanscoffees.com/sg/Home.aspx,https://www.facebook.com/GloriaJeansCoffeesSingapore/?ref=py_c,https://www.instagram.com/gloriajeanssingapore/,,
GLORY CATERING,139 EAST COAST ROAD ,,428829,https://www.glorycatering.com.sg/,,,6344 1749,enquiry@glorycatering.com.sg
GO NASI PADANG (S13) @ NTUC FOODFARE (RIVERVALE MALL),11 Rivervale Crescent 01,Rivervale Mall,545082,,,,9750 0013,
GoGo Franks,1 WOODLANDS SQUARE ,CAUSEWAY POINT,738099,http://www.gogofranks.com/,https://www.facebook.com/GoGoFranks/,https://www.instagram.com/gogofranks/,6899 3255,enquiries@gogofranks.com
GoGo Franks,20 TAMPINES CENTRAL 1 01-02,TAMPINES MRT STATION,529538,http://www.gogofranks.com/,https://www.facebook.com/GoGoFranks/,https://www.instagram.com/gogofranks/,6900 3255,enquiries@gogofranks.com
GoGo Franks,63 JURONG WEST CENTRAL 3 03-89B,JURONG POINT,648886,http://www.gogofranks.com/,https://www.facebook.com/GoGoFranks/,https://www.instagram.com/gogofranks/,6901 3255,enquiries@gogofranks.com
GoGo Franks,930 YISHUN AVENUE 2 B1-25,NORTHPOINT,769098,http://www.gogofranks.com/,https://www.facebook.com/GoGoFranks/,https://www.instagram.com/gogofranks/,6902 3255,enquiries@gogofranks.com
GoGo Franks,391A ORCHARD ROAD B2-07-05-03,NGEE ANN CITY TOWER A,238873,http://www.gogofranks.com/,https://www.facebook.com/GoGoFranks/,https://www.instagram.com/gogofranks/,6903 3255,enquiries@gogofranks.com
GoGo Franks,53 ANG MO KIO AVENUE 3 B2-41,AMK HUB,569933,http://www.gogofranks.com/,https://www.facebook.com/GoGoFranks/,https://www.instagram.com/gogofranks/,6904 3255,enquiries@gogofranks.com
Goh Chew Kee BBQ Seafood,500 Clemenceau Avenue North 01-19,Newton Food Centre,229495,,,,9646 1281,
GOLDILOCKS FRIED CHICKEN @ UNIVERSAL STUDIOS SINGAPORE (RWS),30 SENTOSA GATEWAY 01-332,,409051,,,,6577 8888,
GOOD COFFEE PLEASE,1 JURONG EAST STREET 21 02-28,"TOWER A, NG TENG FONG GENERAL HOSPITAL",609606,http://www.good-coffeeplease.com/,https://www.facebook.com/goodcoffeeplease/,https://www.instagram.com/goodcoffeeplease/,6635 8708,support@good-coffeeplease.com
Good Old Days,60 SILOSO BEACH WALK 01-03/04,,039594,www.onefabergroup.com/good-old-days,,,6377 9688,guestrelations@onefabergroup.com
Goreng Pisang (S12) @ Cantine Paya Lebar Square,60 Paya Lebar Road B1-51,Paya Lebar Square,409051,,,,,
Gourmet Counter @ Carousel,25 SCOTTS ROAD ,SCOTTSWALK,228220,http://carouselbuffet.com.sg/carousel/,,,6589 7799,carousel@royalplaza.com.sg
Grasso Coffee,11 RIVERVALE CRESCENT 01-17,RIVERVALE MALL,545082,https://www.grassocoffee.com/,https://www.facebook.com/GrassoCoffee,https://www.instagram.com/grassocoffee/,,wayne@grassocoffee.com
Grasso Coffee,1 IRVING PLACE 01-27/28,THE COMMERZE @ IRVING,369546,https://www.grassocoffee.com/,https://www.facebook.com/GrassoCoffee,https://www.instagram.com/grassocoffee/,,wayne@grassocoffee.com
GREAThai,430 Upper Changi Road 01-06,East Village,487048,http://greathai.sg/,https://www.facebook.com/GREAThai/,https://www.instagram.com/greathai/,6702 7707,info@GREAThai.sg
Green Delights,3 Gateway Drive B2-K15/16,Westgate,608532,,,,,
Gurame Indonesian Restaurant Pte. Ltd.,11 CHANGI COAST WALK ,SAFRA RESORT SEA SPORTS CENTRE,499740,http://gurame.com.sg/,,,6542 2038,eat@gurame.com.sg
Gurney Drive Signature,65 AIRPORT BOULEVARD MEZZ SOUTH 03-21,CHANGI AIRPORT T3 - DEPARTURE/CHECK-IN HALL,819663,http://www.gdgroup.com.sg/gurney-drive,,https://www.instagram.com/gd_group_restaurants/,6441 1690,admin@gdgroup.com.sg
GURU'S BANANA LEAF CUISINE PTE LTD,1 CHANGI VILLAGE ROAD 01-2018,,500001,,,,9664 1471,
GURU'S BANANA LEAF CUISINE PTE LTD,1 CHANGI VILLAGE ROAD 01-2020,,500001,,,,9664 1471,
GURU'S BANANA LEAF CUISINE PTE LTD,19 SERANGOON NORTH AVENUE 5 02-03,,554913,,,,9664 1471,
Gustoso Grill Pasta Western Food (S15) @ Lau Pa Sat Festival Market,18 RAFFLES QUAY 01-15,LAU PA SAT FESTIVAL MARKET,169608,,,,9784 2707,
GW CHICKEN RICE (S3) @ FORK & SPOON TOA PAYOH,470 LORONG 6 TOA PAYOH 02-70,HDB HUB,310470,,,,9366 6428,
GW Chicken Rice (S6) @ Aiman Cafe,235 JURONG EAST STREET 21 01-320,,600235,,,,9366 6424,
HA-VEN GOURMET PIZZA FOCCACIA CAFE,40 WOODLANDS STREET 41 ,SINGAPORE AMERICAN SCHOOL,738547,http://www.havenpizza.com,https://www.facebook.com/havenpizzasg/,,6365 5411,focacciafoods@singnet.com.sg
HA... JUN,17 Petir Road 01-26/27,Hillion Mall,678278,,,,,
HAI KEE SEAFOOD,500 CLEMENCEAU AVENUE NORTH 01-78,NEWTON FOOD CENTRE,229495,,,,9299 1461,
Hainanese Chicken Rice (S10) @ Kopitiam JCube,2 JURONG EAST CENTRAL 1 B1-19,JCube,609731,,,,9392 2855,
Halal Section @ NTUC Fairprice,8 Changi Business Park Ave 1 ,,486018,,,,6604 7548,
Halal Section @ NTUC Fairprice,100 HOUGANG AVE 10 01 -01,KANG KAR MALL,538767,,,,6385 8040,
Halal Section @ NTUC Fairprice,460 ALEXANDRA ROAD 01-09/16,PSA BUILDING,119963,,,,6273 9903,
Halal Section @ NTUC Fairprice,2 JOO CHIAT ROAD 01-1139,JOO CHIAT COMPLEX,420002,,,,6745 2682,
Halal Section @ NTUC Fairprice,212 BEDOK NORTH STREET 1 01-147,,460212,,,,6443 8420,
Halal Section @ NTUC Fairprice,1 Stadium Place 01-29,Kallang Wave Mall,397628,,,,6702 7281,
Halal Section @ NTUC Fairprice,451 CLEMENTI AVENUE 3 01-307,,120451,,,,6774 3663,
Halal Section @ NTUC Fairprice,135 JURONG EAST STREET 13 01-337,,600135,,,,6560 8547,
Halal Section @ NTUC Fairprice,166 BUKIT MERAH CENTRAL 01-3531,BUKIT MERAH AREA OFFICE,150166,,,,6279 4325,
Halal Section @ NTUC Fairprice,712 Ang Mo Kio Ave 6 01-4056,,560712,,,,6456 4147,
Halal Section @ NTUC Fairprice,510 Bishan Street 13 01-520,,570510,,,,6353 6036,
Halal Section @ NTUC Fairprice,192 LORONG 4 TOA PAYOH 01-672,,310192,,,,6250 8019,
Halal Section @ NTUC Fairprice,1 Hougang st 91 02-01,,528892,,,,6881 0013,
Halal Section @ NTUC Fairprice,11 RIVERVALE CRESCENT 03-01,RIVERVALE MALL,545082,,,,6384 4711,
Halal Section @ NTUC Fairprice,63 Jurong West Central 3 03-01,,648331,,,,6790 1477,
Halal Section @ NTUC Fairprice,23 Serangoon Central 03-01/02,Nex Mall,556083,,,,6634 4948,
Halal Section @ NTUC Fairprice,168 PUNGGOL FIELD RD 03-01/02,PUNGGOL PLAZA,820168,,,,6312 9091,
Halal Section @ NTUC Fairprice,3 SIMEI STREET 6 05-01,EASTPOINT MALL,528833,,,,6786 2467,
Halal Section @ NTUC Fairprice,133 NEW BRIDGE ROAD B1-01,CHINATOWN POINT,519599,,,,6702 0381,
Halal Section @ NTUC Fairprice,51 Tampines Avenue 4 B1-01,Festive Mall@Our Tampines Hub,529684,,,,6386 6751,
Halal Section @ NTUC Fairprice,30 SEMBAWANG DRIVE B1-01/02/03,SUN PLAZA,757713,,,,6555 1180,
Halal Section @ NTUC Fairprice,1 PASIR RIS CENTRAL STREET 3 B1-10,WHITESANDS,518457,,,,6585 0536,
Halal Section @ NTUC Fairprice,4 Tampines central 5 B1-12,tampines mall,529510,,,,6786 1953,
Halal Section @ NTUC Fairprice,50 Jurong Gateway Road B1-21/22,JEM,608549,,,,6339 1729,
Halal Section @ NTUC Fairprice,53 Amk Mo Kio ave 3 B2-26,AMK HUB,569933,,,,6453 2521,
Halal Section @ NTUC Fairprice,17 Petir Road B2-67,Hillion Mall,678278,,,,,
Halia Restaurant,1 CLUNY ROAD (Ginger Garden) ,Singapore Botanic Garden,259569,http://thehalia.com/,https://www.facebook.com/HaliaSBG/,https://www.instagram.com/thehalia/,8444 1148,general.hsbg@thehalia.com
Halim's Fish Soup (S4) @Foodjunction Junction 8,9 BISHAN PLACE 04-01,JUNCTION 8 SHOPPING CENTRE,579837,,,,9004 3932,
Halim's Sliced Fish Soup (S12)@Foodjunction Eastpoint,3 SIMEI STREET 6 04-04,EASTPOINT MALL,528833,,,,9004 3932,
Halim's Sliced Fish Soup (S8)@Foodjunction Century Square,2 TAMPINES CENTRAL 5 03--12-20/29,CENTURY SQUARE,529509,,,,9004 3932,
Handi Restaurant & Catering,42/44 SAM LEONG ROAD ,,207934,,,,8554 1544,
Handmade Noodle (R3A) @ Bagus Causeway Point,1 WOODLANDS SQUARE 07-03,CAUSEWAY POINT,738099,,,,,
Handmade Noodle (S16)@Foodjunction Eastpoint,3 SIMEI STREET 6 04-04,EASTPOINT MALL,528833,,,,9380 9679,
Handmade Noodle & Fish Soup (S5) @ Bagus Harbourfront,1 MARITIME SQUARE 01-103/108,HARBOURFRONT CENTRE,428802,,,,6274 8237,
